classsize,enrollment,pct_disadv,readsize,mathsize,avgread,avgmath,schltype,schlcode
25,82,13,21,21,72.66999816894531,62.56999969482422,2,11058
29,82,13,25,26,72.31999969482422,62.58000183105469,2,11058
26,82,13,22,23,76.31999969482422,53.779998779296875,2,11058
16,46,15,11,11,61.63999938964844,44.27000045776367,2,11061
30,46,15,24,24,73.75,57.08000183105469,2,11061
40,40,25,22,22,52.77000045776367,48.72999954223633,2,11064
20,20,42,18,18,73.66999816894531,67.5,2,11065
22,62,31,21,21,61,47.709999084472656,2,11067
29,62,31,26,26,66.41999816894531,51.540000915527344,2,11067
21,41,25,19,19,71.839996337890625,68.88999938964844,2,11072
20,41,25,20,20,72.1520004272461,61.304500579833984,2,11072
30,60,7,27,28,84.93000030517578,72.36000061035156,1,11073
30,60,7,25,25,72.80000305175781,65.4800033569336,1,11073
29,58,3,20,20,80.0999984741211,77.5999984741211,1,11106
29,58,3,17,17,86.4117660522461,78.47058868408203,1,11106
12,12,54,11,12,57.09000015258789,48.75,2,11108
24,119,5,23,23,72.089996337890625,64.12999725341797,1,11109
26,119,5,25,25,82.5199966430664,70.5199966430664,1,11109
32,119,5,32,32,81.25,67.089996337890625,1,11109
26,119,5,26,26,70.91999816894531,63.310001373291016,1,11109
33,106,5,29,29,74.79000091552734,63.86000061035156,1,11111
30,106,5,26,27,72.7300033569336,56.220001220703125,1,11111
31,106,5,29,30,76.9000015258789,62.33000183105469,1,11111
30,57,11,30,32,76.529998779296875,58.439998626708984,2,11115
27,57,11,24,25,73.0875015258789,61.99679946899414,2,11115
28,66,31,26,27,67.45999908447266,62.59000015258789,1,11117
27,66,31,29,30,62.65999984741211,57.630001068115234,1,11117
29,83,21,28,28,75.68000030517578,48.06999969482422,2,11119
24,83,21,21,21,69.43000030517578,55.810001373291016,2,11119
30,83,21,28,28,81.95999908447266,62.790000915527344,2,11119
35,106,2,34,33,71.76000213623047,54.38999938964844,1,11120
35,106,2,31,33,69.160003662109375,55.45000076293945,1,11120
36,106,2,29,31,75.3172378540039,58.299354553222656,1,11120
22,47,16,23,23,66.4800033569336,53.90999984741211,2,11126
25,47,16,23,23,66.43000030517578,54.959999084472656,2,11126
29,29,6,30,32,78.029998779296875,62.779998779296875,1,11127
22,79,12,22,23,79.089996337890625,81.43000030517578,2,11128
31,79,12,28,28,78.11000061035156,74.38999938964844,2,11128
26,79,12,26,26,80.08000183105469,75.45999908447266,2,11128
35,106,9,33,33,75.79000091552734,61.150001525878906,2,11132
32,106,9,29,29,76.0999984741211,66.55000305175781,2,11132
31,106,9,29,29,74.44999694824219,56.209999084472656,2,11132
29,29,7,28,28,80,72,2,11133
28,60,2,26,27,84.6500015258789,69.73999786376953,1,11134
32,60,2,30,30,82.93000030517578,69.80000305175781,1,11134
33,65,4,30,29,80.5,79.86000061035156,1,11135
32,65,4,29,29,79.482757568359375,72.13999938964844,1,11135
27,80,10,26,26,66.08000183105469,56.119998931884766,1,11144
26,80,10,25,25,69.95999908447266,60.36000061035156,1,11144
27,80,10,23,24,62.2599983215332,61.959999084472656,1,11144
34,101,2,31,31,73.970001220703125,72.61000061035156,1,11150
33,101,2,31,31,70.70999908447266,66.0999984741211,1,11150
34,101,2,32,34,71.30999755859375,68.529998779296875,1,11150
22,42,42,18,19,69.279998779296875,48.95000076293945,2,11151
20,42,42,18,18,52.720001220703125,49.05277633666992,2,11151
34,68,5,31,31,74.0999984741211,73.05999755859375,1,11152
34,68,5,30,30,79.529998779296875,75.5,1,11152
26,50,17,18,18,80.779998779296875,74.55999755859375,2,11159
24,50,17,24,23,70.20999908447266,58.83000183105469,2,11159
18,40,19,17,18,77.29000091552734,61.83000183105469,2,11161
22,40,19,21,21,73.14618682861328,62.145713806152344,2,11161
21,21,1,18,18,77.66999816894531,78.16999816894531,1,11165
24,24,5,23,23,73.26000213623047,58.47999954223633,1,11168
43,67,2,16,16,85.19000244140625,74.25,2,11170
24,67,2,23,23,86.089996337890625,77.5199966430664,2,11170
33,74,8,29,29,77.4800033569336,70.660003662109375,2,11171
41,74,8,41,41,69.8499984741211,63.4900016784668,2,11171
13,13,7,11,11,86,81.2699966430664,2,11172
32,64,8,28,28,71.95999908447266,68.31999969482422,1,11181
32,64,8,28,28,72.79000091552734,59.63999938964844,1,11181
23,46,9,23,23,79.38999938964844,69.3499984741211,2,11182
23,46,9,21,21,82.763336181640625,74.90238189697266,2,11182
39,79,1,36,36,78.25,64.05999755859375,1,11183
40,79,1,38,38,76.37000274658203,68.20999908447266,1,11183
41,81,5,35,35,78.88999938964844,74.70999908447266,2,11184
40,81,5,18,18,82.88999938964844,77.88999938964844,2,11184
37,115,4,36,36,74.88999938964844,67.83000183105469,1,11187
39,115,4,35,35,79.19999694824219,73.69000244140625,1,11187
40,115,4,26,26,81.2699966430664,84.08000183105469,1,11187
25,60,12,24,24,70.66999816894531,47.33000183105469,1,11188
30,60,12,29,29,56.65241241455078,39.41655349731445,1,11188
32,32,11,31,32,77.0999984741211,81.220001220703125,2,11189
27,81,5,26,26,69.95999908447266,63.150001525878906,1,11190
27,81,5,24,26,77.12999725341797,67.87999725341797,1,11190
27,81,5,25,27,72.1968002319336,72.78592681884766,1,11190
28,28,0,27,27,81.26000213623047,73.220001220703125,2,11196
35,99,3,29,32,78.23999786376953,67.37999725341797,1,11201
30,99,3,28,28,80.95999908447266,72.29000091552734,1,11201
34,99,3,29,30,77.720001220703125,70.970001220703125,1,11201
23,23,0,21,21,82.23999786376953,66.76000213623047,1,11203
20,20,3,19,20,78,70,2,11205
25,75,10,23,23,64.4800033569336,61.61000061035156,1,11207
27,75,10,26,26,68.19000244140625,66.95999908447266,1,11207
23,75,10,25,25,75.04000091552734,70.08000183105469,1,11207
33,33,0,32,32,76.160003662109375,59.40999984741211,1,11209
32,32,2,29,29,82.589996337890625,78.029998779296875,2,11212
36,101,7,36,36,76.83000183105469,75.13999938964844,1,11213
32,101,7,31,31,75.29000091552734,69.41999816894531,1,11213
33,101,7,33,33,81.8221206665039,70.99818420410156,1,11213
31,102,5,34,34,67.55999755859375,55.09000015258789,1,11217
35,102,5,35,35,71.16999816894531,65.37000274658203,1,11217
36,102,5,36,36,70.66999816894531,64.30999755859375,1,11217
32,107,6,30,30,77.529998779296875,73.93000030517578,1,11218
31,107,6,30,30,66.56999969482422,67.7699966430664,1,11218
32,107,6,30,32,71.9000015258789,65.53125,1,11218
22,22,3,8,8,79,80.25,1,11219
36,138,4,31,32,75.80999755859375,65.25,1,11220
34,138,4,30,30,79.2300033569336,75.87000274658203,1,11220
34,138,4,30,31,84.56999969482422,72.68000030517578,1,11220
34,138,4,32,32,83.05999755859375,79.910003662109375,1,11220
38,94,11,38,38,79.660003662109375,71.37000274658203,2,11221
26,75,3,24,24,79.41999816894531,67.70999908447266,2,11222
25,75,3,23,23,75.83000183105469,67.4800033569336,2,11222
24,75,3,22,23,70.2300033569336,65.56999969482422,2,11222
25,70,2,22,22,77.2300033569336,74.2699966430664,2,11225
33,114,0,31,31,81.38999938964844,66.70999908447266,1,11227
34,114,0,33,33,78.38999938964844,68.81999969482422,1,11227
35,114,0,35,35,77.458282470703125,65.54085540771484,1,11227
39,39,19,36,36,73.11000061035156,68.029998779296875,2,11228
28,53,11,25,25,76.4000015258789,64.08000183105469,2,11233
25,53,11,21,21,73.0999984741211,60.900001525878906,2,11233
34,214,10,37,37,74.11000061035156,65.54000091552734,1,11234
34,214,10,39,39,75,72.79000091552734,1,11234
34,214,10,35,36,78.05999755859375,65.470001220703125,1,11234
34,214,10,40,38,76.9000015258789,73.029998779296875,1,11234
40,39,8,36,39,79.38999938964844,63.130001068115234,1,11235
32,32,1,30,32,75.69999694824219,68.089996337890625,1,11238
36,71,3,31,32,72.61000061035156,61.630001068115234,2,11239
35,71,3,34,34,79.6500015258789,68.70999908447266,2,11239
29,64,5,27,27,63.06999969482422,55.959999084472656,1,11247
35,64,5,35,35,68.54000091552734,57,1,11247
38,154,5,37,37,70.94999694824219,72.45999908447266,1,11248
39,154,5,37,36,74.76000213623047,68.66999816894531,1,11248
38,154,5,35,35,71.13999938964844,60.22999954223633,1,11248
39,154,5,34,34,79.4361801147461,66.25911712646484,1,11248
20,20,15,18,18,82.720001220703125,67.33000183105469,2,11249
38,125,8,34,35,75.29000091552734,68,1,11250
36,125,8,33,34,73.66999816894531,67.87999725341797,1,11250
36,125,8,32,33,72.37999725341797,65.76000213623047,1,11250
10,10,8,9,9,84.44000244140625,75.220001220703125,2,11251
30,30,3,27,27,77.55999755859375,71.88999938964844,1,11256
21,21,5,21,21,67.4800033569336,62.2400016784668,2,11257
23,59,3,20,20,77.80000305175781,71.8499984741211,1,11258
25,59,3,20,20,72.19999694824219,72.1500015258789,1,11258
19,58,0,24,24,78.04000091552734,67.33000183105469,1,11259
21,58,0,24,24,82.54000091552734,61.790000915527344,1,11259
29,29,3,13,13,85.37999725341797,76.45999908447266,2,11281
15,22,5,14,17,72.20999908447266,56.40999984741211,2,11295
30,30,5,22,22,74.589996337890625,75.2699966430664,1,11307
28,28,0,26,26,73.87999725341797,66.30999755859375,2,11317
22,22,0,17,18,81,69.38999938964844,1,21005
31,63,2,25,25,81.720001220703125,65,1,21006
32,63,2,26,30,78.91999816894531,62.16999816894531,1,21006
18,18,43,14,14,71.29000091552734,62.5,2,21010
33,33,1,25,25,84,67,1,21012
24,24,0,5,5,88.19999694824219,87.19999694824219,1,21013
21,21,0,20,21,76.25,66.37999725341797,1,21021
26,95,27,26,26,75.12000274658203,74.41999816894531,1,21026
25,95,27,12,13,71.83000183105469,69.54000091552734,1,21026
26,95,27,27,27,68.589996337890625,57.2599983215332,1,21026
9,95,27,12,12,74.66999816894531,66.5,1,21026
27,42,40,25,27,65.5999984741211,62.40999984741211,1,21028
22,42,44,23,23,65.910003662109375,60.869998931884766,2,21029
20,42,44,16,16,71,59.310001373291016,2,21029
33,42,65,29,29,64.720001220703125,57.689998626708984,2,21030
26,52,36,25,26,73.839996337890625,63.849998474121094,2,21031
26,52,36,26,26,76.115386962890625,72.1500015258789,2,21031
24,51,13,22,22,70,55.72999954223633,1,21032
27,51,13,20,20,68.25,59.349998474121094,1,21032
23,23,3,19,19,85,69,1,21041
26,37,0,29,29,78.37999725341797,51.099998474121094,1,21042
23,45,1,22,22,77.86000061035156,61.90999984741211,1,21043
22,45,1,22,23,82.36000061035156,58.56999969482422,1,21043
27,81,13,22,22,70.18000030517578,72,1,21048
26,81,13,26,25,71.04000091552734,62.20000076293945,1,21048
28,81,13,24,25,75.91999816894531,69.63999938964844,1,21048
26,54,3,28,27,77.43000030517578,67.55999755859375,1,21050
28,54,3,25,25,85.36000061035156,72.04000091552734,1,21050
24,24,0,22,22,84.2300033569336,65.7699966430664,1,21052
25,51,2,23,22,88.87000274658203,71.94999694824219,1,21057
26,51,2,25,25,83.3595962524414,66.40399932861328,1,21057
25,52,1,24,24,70,56.5,1,21064
27,52,1,26,27,69.08000183105469,54.7400016784668,1,21064
14,14,0,13,13,86,71,1,21065
21,45,38,23,24,62.43000030517578,64.25,1,21067
24,45,38,24,26,61.83000183105469,58.72999954223633,1,21067
30,59,33,23,23,72.83000183105469,56.70000076293945,2,21068
29,59,33,29,29,69.54862213134766,64.41034698486328,2,21068
34,114,16,36,36,67.30999755859375,58.689998626708984,1,21069
36,114,16,31,31,71.839996337890625,69.12999725341797,1,21069
33,114,16,31,31,68.1225814819336,68.19773864746094,1,21069
36,120,14,32,34,57.90999984741211,55,1,21070
35,120,14,35,35,72.19999694824219,69.5999984741211,1,21070
35,120,14,30,32,64.16266632080078,57.96875,1,21070
31,95,16,31,31,76.70999908447266,76.41999816894531,1,21073
30,95,16,30,31,66.06999969482422,63.54999923706055,1,21073
34,95,16,30,33,73.06300354003906,67.1493911743164,1,21073
21,42,52,20,20,44.45000076293945,37.79999923706055,1,21074
21,42,52,17,18,46.2400016784668,41.720001220703125,1,21074
25,25,48,22,22,57.59000015258789,46.27000045776367,2,21077
29,85,36,24,24,62.33000183105469,57.58000183105469,2,21078
29,85,36,28,28,70.75,55.36000061035156,2,21078
27,85,36,26,24,72.19000244140625,59.83000183105469,2,21078
31,31,60,30,30,57,48,2,21079
24,24,14,24,24,69.45999908447266,59.459999084472656,1,21080
24,24,49,6,6,65,51.33000183105469,2,21081
35,35,7,29,29,78.06999969482422,70.970001220703125,1,21088
33,65,14,30,32,70.83000183105469,68.94000244140625,1,21089
32,65,14,30,30,75.529998779296875,80.470001220703125,1,21089
21,29,42,21,21,78,69,2,21090
22,22,0,18,18,79.66999816894531,60.61000061035156,1,21091
20,41,0,17,16,80.529998779296875,71.55999755859375,1,21093
21,41,0,14,15,84.56999969482422,67.5999984741211,1,21093
41,80,3,40,40,75.05000305175781,58.380001068115234,1,21094
39,80,3,38,38,76.41999816894531,61.65999984741211,1,21094
22,22,2,22,22,77.94999694824219,69.18000030517578,1,21095
23,60,3,23,23,82.61000061035156,68.910003662109375,1,21096
24,60,3,24,24,83.04000091552734,76.12999725341797,1,21096
27,53,0,22,24,80.13999938964844,62.290000915527344,1,21097
26,53,0,20,20,79.84600067138672,59.45199966430664,1,21097
33,65,8,33,33,84.910003662109375,72.970001220703125,1,21102
32,65,8,30,30,85.529998779296875,77.19999694824219,1,21102
18,18,0,17,17,81.589996337890625,69.29000091552734,1,21105
22,33,49,20,20,65.75,65.9000015258789,2,21111
30,94,7,26,26,73.08000183105469,54.459999084472656,2,21112
31,94,7,28,28,68.95999908447266,55.61000061035156,2,21112
33,94,7,27,27,74.11259460449219,48.88740921020508,2,21112
20,20,1,17,17,78.589996337890625,70.12000274658203,1,21114
15,15,25,15,15,84.529998779296875,69.87000274658203,1,21116
29,72,21,28,29,68.54000091552734,74.83000183105469,1,21117
30,72,21,27,29,71.51407623291016,81.16999816894531,1,21117
37,88,24,28,29,78.38999938964844,70.79000091552734,1,21118
37,88,24,35,36,76.19999694824219,65.86000061035156,1,21118
20,30,63,12,12,72,47,2,21119
17,17,0,16,17,77.80999755859375,77.70999908447266,1,21123
20,20,3,19,19,79.73999786376953,76.20999908447266,1,21126
21,46,43,17,17,59.880001068115234,52.290000915527344,2,21127
25,46,43,20,20,74.9020004272461,68.40350341796875,2,21127
23,23,22,23,24,65.83000183105469,53.91999816894531,1,21130
28,66,0,25,25,85.4000015258789,75.04000091552734,1,21132
28,66,0,23,23,80.39130401611328,72.86956787109375,1,21132
23,23,10,19,19,80.62999725341797,73.37000274658203,1,21134
29,87,18,20,21,74.44999694824219,60.619998931884766,1,21137
30,87,18,24,24,71.29000091552734,60.709999084472656,1,21137
28,87,18,18,18,77.11333465576172,61.83000183105469,1,21137
25,25,48,22,22,75.7300033569336,58.18000030517578,2,21138
16,16,0,16,16,80.87999725341797,73.80999755859375,1,21141
25,51,1,23,23,83.56999969482422,82.30000305175781,1,21144
26,51,1,24,24,83.87999725341797,77.62999725341797,1,21144
27,82,3,26,26,86.41999816894531,85.2699966430664,1,21145
29,82,3,29,29,85,78.86000061035156,1,21145
26,82,3,26,26,83.58000183105469,76.00154113769531,1,21145
24,48,17,20,20,66.8499984741211,68,1,21146
24,48,17,20,20,75,63.70000076293945,1,21146
39,124,3,38,39,77.160003662109375,71.410003662109375,1,21147
38,124,3,36,36,78.33000183105469,68.55999755859375,1,21147
37,124,3,36,36,72.470001220703125,73.41999816894531,1,21147
22,42,38,20,20,64.1500015258789,48.70000076293945,1,21148
20,42,38,19,19,63.842105865478516,47.26315689086914,1,21148
31,92,20,29,31,66.83000183105469,54.349998474121094,1,21149
30,92,20,28,29,62.540000915527344,55.65999984741211,1,21149
31,92,20,27,28,74.5199966430664,62.63999938964844,1,21149
40,120,4,34,34,79.529998779296875,70.44000244140625,1,21151
40,120,4,35,36,76.7699966430664,68.91999816894531,1,21151
40,120,4,36,36,81.61000061035156,72.75,1,21151
24,24,30,25,25,74,62,2,21153
27,41,24,18,18,73.11000061035156,62.16999816894531,1,21160
27,41,24,18,19,60.66999816894531,43.2599983215332,1,21160
40,52,22,31,31,64,60.130001068115234,1,21162
26,26,20,28,28,69.04000091552734,53.790000915527344,1,21163
24,23,2,23,23,85.6500015258789,67.61000061035156,1,21166
21,43,0,18,18,84.55999755859375,73.33000183105469,1,21168
22,43,0,18,21,81.44000244140625,72.7171401977539,1,21168
23,23,0,19,19,88.20999908447266,78.529998779296875,1,21171
34,34,4,33,33,79.79000091552734,63.970001220703125,1,21173
22,42,0,18,18,76.779998779296875,64.5,1,21175
20,42,0,20,21,79.0979995727539,59.85714340209961,1,21175
12,12,3,10,11,68.80000305175781,63.90999984741211,1,21176
27,48,21,23,24,73.16999816894531,57.709999084472656,1,21178
21,48,21,24,25,57.17041778564453,64.15840148925781,1,21178
34,113,23,30,30,72.029998779296875,65.87000274658203,1,21179
32,113,23,28,28,58.11000061035156,58.75,1,21179
32,113,23,29,30,71.69000244140625,64.43000030517578,1,21179
37,83,15,34,35,84.31999969482422,69.30999755859375,1,21181
34,83,15,28,28,76.54000091552734,64.61000061035156,1,21181
25,54,5,24,26,61.630001068115234,55.619998931884766,1,21182
29,54,5,27,34,66.1066665649414,52.76117706298828,1,21182
23,46,33,22,22,75.86000061035156,71.68000030517578,2,21184
23,46,33,19,19,76.88999938964844,77.20999908447266,2,21184
19,38,35,18,18,73.88999938964844,57.11000061035156,2,21185
19,38,35,18,18,70.11000061035156,60.88999938964844,2,21185
32,72,30,32,33,57.40999984741211,56.58000183105469,1,21190
32,72,30,26,32,67.6500015258789,65.660003662109375,1,21190
40,128,11,37,37,75.23999786376953,71.86000061035156,1,21191
40,128,11,36,38,75.13999938964844,72.029998779296875,1,21191
39,128,11,30,31,72.80000305175781,69.44999694824219,1,21191
36,81,20,36,37,64.470001220703125,58,1,21192
36,81,20,36,36,55.91999816894531,51.11000061035156,1,21192
29,86,28,27,27,58.70000076293945,57.33000183105469,2,21194
29,86,28,31,31,66.970001220703125,61.060001373291016,2,21194
28,86,28,5,5,87.60600280761719,81.246002197265625,2,21194
21,48,71,24,25,64.83000183105469,55.040000915527344,2,21195
27,48,71,24,24,58.709999084472656,41.959999084472656,2,21195
20,41,76,19,20,62.68000030517578,44.79999923706055,2,21196
21,41,76,19,19,55.31999969482422,39.05263137817383,2,21196
24,24,5,18,18,82.66999816894531,81.5,1,21200
14,27,49,13,13,62.540000915527344,60.08000183105469,2,21201
13,27,49,12,12,54.66999816894531,47.5,2,21201
27,56,8,19,19,77.88999938964844,69.470001220703125,1,21203
29,56,8,19,20,74.73999786376953,65.8499984741211,1,21203
27,27,41,27,27,74.88999938964844,65.11000061035156,1,21204
36,75,21,32,33,72.12999725341797,68.66999816894531,1,21205
39,75,21,36,36,74.970001220703125,63.91999816894531,1,21205
35,35,32,29,29,72.20999908447266,62.790000915527344,2,21206
27,60,40,24,23,64.66999816894531,60.29999923706055,1,21208
33,60,40,32,32,72.25,64.589996337890625,1,21208
38,75,41,39,39,67.73999786376953,62.380001068115234,1,21209
37,75,41,36,36,76.75,74.83000183105469,1,21209
33,66,46,29,29,71.62000274658203,69.37999725341797,1,21210
33,66,46,29,31,65.83000183105469,67.87000274658203,1,21210
22,22,56,20,21,58.20000076293945,66.43000030517578,2,21211
28,56,44,25,25,74.5999984741211,66.4000015258789,2,21212
28,56,44,28,28,65.36000061035156,67.93000030517578,2,21212
22,22,0,21,21,80.9000015258789,72.33000183105469,1,21213
34,34,4,32,34,80,71,1,21214
21,41,3,21,21,82.05000305175781,70.66999816894531,1,21215
20,41,3,17,17,85,72,1,21215
25,52,6,30,30,73.470001220703125,67.33000183105469,1,21221
27,52,6,24,24,78.58000183105469,75.16999816894531,1,21221
32,109,4,31,31,81.29000091552734,60.52000045776367,2,21227
31,109,4,26,26,71.6500015258789,49.58000183105469,2,21227
31,109,4,27,28,80.33740997314453,59.99285888671875,2,21227
12,12,5,11,12,77.2699966430664,50.16999816894531,2,21229
25,25,35,20,24,63,44,1,21235
24,44,35,21,21,75.76000213623047,63,2,21236
20,44,35,17,17,64.29000091552734,62.939998626708984,2,21236
22,43,2,20,20,76.6500015258789,65.9000015258789,1,21241
21,43,2,20,20,79.3499984741211,72.0999984741211,1,21241
20,20,63,20,20,69.75,51.099998474121094,2,21258
32,58,34,31,31,71.9000015258789,64.3499984741211,1,21265
26,58,34,25,26,76.87999725341797,68.91999816894531,1,21265
28,99,38,22,22,64.94999694824219,63.81999969482422,2,21268
28,99,38,22,22,60.40999984741211,50.59000015258789,2,21268
23,34,33,24,24,65,56,1,21273
21,21,11,21,21,75.37999725341797,59.900001525878906,1,21275
23,23,59,23,23,72.56999969482422,58.43000030517578,2,21276
29,59,11,26,30,67.58000183105469,53.56999969482422,1,21277
30,59,11,25,28,58.23680114746094,46.17499923706055,1,21277
26,50,34,26,26,72.62000274658203,69.41999816894531,2,21279
24,50,34,25,25,67.63999938964844,64.160003662109375,2,21279
17,17,7,7,7,77,69,1,21280
27,48,43,16,16,76.5,71.05999755859375,2,21281
21,48,43,13,13,76.7699966430664,74.91999816894531,2,21281
27,65,31,25,27,72.08000183105469,67.62999725341797,1,21282
27,65,31,26,28,71.92308044433594,58.53535842895508,1,21282
24,24,45,21,21,63.099998474121094,56.189998626708984,1,21285
25,50,27,25,25,74.55999755859375,68.5999984741211,1,21293
25,50,27,27,27,75.40740966796875,67.44444274902344,1,21293
40,86,10,27,27,69.62999725341797,67.62999725341797,1,21307
40,86,10,30,30,75.43000030517578,68.470001220703125,1,21307
26,64,44,20,22,79.19999694824219,72.7300033569336,2,21310
26,64,44,19,19,68.52631378173828,53.891578674316406,2,21310
36,70,10,33,33,76.23999786376953,64,1,21312
34,70,10,28,31,76.61000061035156,53.77000045776367,1,21312
23,45,3,16,18,85.5,61.720001220703125,1,21313
22,45,3,18,18,83.66999816894531,67.16999816894531,1,21313
27,74,8,23,24,84.17130279541016,65.49541473388672,2,21315
11,33,24,9,9,64.44000244140625,58,2,21316
22,33,24,20,21,64,49.900001525878906,2,21316
33,100,24,32,34,68.75,67.23999786376953,1,21322
33,100,24,32,32,69.089996337890625,71.30999755859375,1,21322
34,100,24,34,34,73.29000091552734,73.79000091552734,1,21322
25,48,4,24,24,84.70999908447266,74.08000183105469,1,21323
23,48,4,19,20,85.36631774902344,65.10399627685547,1,21323
23,45,1,20,20,78.25,75.9000015258789,1,21327
22,45,1,20,20,81.55000305175781,70.44999694824219,1,21327
40,80,12,35,39,65.45999908447266,59.91999816894531,1,21328
40,80,12,34,38,68.585296630859375,64.134735107421875,1,21328
37,74,6,30,35,73.7300033569336,49.369998931884766,1,21330
37,74,6,29,36,74.62000274658203,50.91999816894531,1,21330
31,57,19,30,30,75.30000305175781,65.029998779296875,1,21331
26,57,19,27,26,64.69999694824219,58.380001068115234,1,21331
38,89,5,38,39,76.55000305175781,64.8499984741211,1,21338
40,89,5,38,38,73.44999694824219,57.048683166503906,1,21338
30,60,30,28,28,75.45999908447266,64.86000061035156,1,21340
30,60,30,28,28,64.18000030517578,50.540000915527344,1,21340
40,120,0,35,35,75.910003662109375,67.37000274658203,1,21341
40,120,0,31,32,72.9000015258789,64.089996337890625,1,21341
40,120,0,33,37,80.33000183105469,67.410003662109375,1,21341
30,74,32,23,29,67.910003662109375,68.83000183105469,1,21350
28,74,32,19,26,63.68789291381836,60.72807693481445,1,21350
21,43,0,21,21,86.29000091552734,71.66999816894531,1,21351
22,43,0,18,18,89.61000061035156,77.220001220703125,1,21351
29,58,28,27,24,70.8499984741211,69.25,2,21356
29,58,28,22,24,67.94999694824219,60.459999084472656,2,21356
19,19,0,19,19,77.41999816894531,69.05000305175781,2,21357
21,43,10,19,19,70.73999786376953,54.04999923706055,2,21359
22,43,10,20,22,71.24700164794922,59.547725677490234,2,21359
39,105,2,34,34,72.5,53.619998931884766,1,21361
33,105,2,29,29,64.660003662109375,58.099998474121094,1,21361
33,105,2,29,29,75.58138275146484,53.5179328918457,1,21361
31,62,13,27,28,70.44000244140625,61.88999938964844,1,21362
31,62,13,31,31,74.160003662109375,72.41999816894531,1,21362
38,149,9,38,38,75.31999969482422,71.44999694824219,1,21363
28,149,9,28,28,71.43000030517578,55.790000915527344,1,21363
35,149,9,35,35,71.70999908447266,59.599998474121094,1,21363
38,149,9,37,37,72.94999694824219,68.23999786376953,1,21363
32,133,1,29,29,86.660003662109375,74.44999694824219,1,21366
34,133,1,34,34,81.029998779296875,74.70999908447266,1,21366
33,133,1,31,32,76,72.089996337890625,1,21366
34,133,1,33,33,82.20999908447266,74.12000274658203,1,21366
32,131,3,27,31,75.95999908447266,62.189998626708984,1,21367
34,131,3,31,33,76.7699966430664,67.81999969482422,1,21367
33,131,3,31,32,78.7699966430664,59.59000015258789,1,21367
32,131,3,21,23,81.3019027709961,67.09434509277344,1,21367
34,68,9,32,34,73.220001220703125,66.94000244140625,1,21370
34,68,9,32,32,72.839996337890625,74.55999755859375,1,21370
39,79,3,34,36,77.089996337890625,66.05999755859375,1,21371
40,79,3,38,40,86.18000030517578,79.30000305175781,1,21371
25,50,1,25,25,84.19999694824219,81.5999984741211,1,21373
25,50,1,22,22,85.18000030517578,78.81999969482422,1,21373
24,47,0,21,21,84.43000030517578,83.29000091552734,1,21374
23,47,0,22,22,83.910003662109375,84.68000030517578,1,21374
39,78,11,38,39,63.209999084472656,54.5099983215332,1,21375
39,78,11,34,38,62.939998626708984,54.08000183105469,1,21375
35,70,12,34,35,77.73999786376953,68.83000183105469,1,21379
